date;heure;PM10;NO2
;;microg/m3;microg/m3
29/03/2011;19;n/d;148
29/03/2011;20;n/d;113
29/03/2011;21;n/d;109
29/03/2011;22;n/d;95
29/03/2011;23;n/d;89
29/03/2011;24;n/d;67
30/03/2011;1;n/d;40
30/03/2011;2;n/d;27
30/03/2011;3;n/d;22
30/03/2011;4;n/d;27
30/03/2011;5;n/d;56
30/03/2011;6;n/d;96
30/03/2011;7;n/d;117
30/03/2011;8;n/d;122
30/03/2011;9;n/d;121
30/03/2011;10;n/d;n/d
30/03/2011;11;n/d;105
30/03/2011;12;n/d;98
30/03/2011;13;n/d;98
30/03/2011;14;n/d;107
30/03/2011;15;n/d;118
30/03/2011;16;n/d;130
30/03/2011;17;n/d;132
30/03/2011;18;n/d;117
30/03/2011;19;n/d;106
30/03/2011;20;n/d;82
30/03/2011;21;n/d;65
30/03/2011;22;n/d;63
30/03/2011;23;n/d;57
30/03/2011;24;n/d;40
31/03/2011;1;n/d;27
31/03/2011;2;n/d;18
31/03/2011;3;n/d;18
31/03/2011;4;n/d;25
31/03/2011;5;n/d;67
31/03/2011;6;n/d;107
31/03/2011;7;n/d;105
31/03/2011;8;n/d;108
31/03/2011;9;n/d;106
31/03/2011;10;n/d;98
31/03/2011;11;n/d;98
31/03/2011;12;n/d;84
31/03/2011;13;n/d;89
31/03/2011;14;n/d;90
31/03/2011;15;n/d;104
31/03/2011;16;n/d;94
31/03/2011;17;n/d;103
31/03/2011;18;n/d;105
31/03/2011;19;n/d;95
31/03/2011;20;n/d;75
31/03/2011;21;n/d;64
31/03/2011;22;n/d;63
31/03/2011;23;n/d;52
31/03/2011;24;n/d;36
01/04/2011;1;n/d;28
01/04/2011;2;n/d;21
01/04/2011;3;n/d;19
01/04/2011;4;n/d;24
01/04/2011;5;n/d;54
01/04/2011;6;n/d;76
01/04/2011;7;n/d;89
01/04/2011;8;n/d;98
01/04/2011;9;n/d;88
01/04/2011;10;n/d;n/d
01/04/2011;11;33;103
01/04/2011;12;25;90
01/04/2011;13;26;85
01/04/2011;14;29;102
01/04/2011;15;33;93
01/04/2011;16;39;98
01/04/2011;17;33;100
01/04/2011;18;33;108
01/04/2011;19;32;122
01/04/2011;20;35;95
01/04/2011;21;34;90
01/04/2011;22;34;88
01/04/2011;23;34;78
01/04/2011;24;36;71
02/04/2011;1;28;59
02/04/2011;2;21;48
02/04/2011;3;24;42
02/04/2011;4;23;48
02/04/2011;5;26;60
02/04/2011;6;28;66
02/04/2011;7;24;68
02/04/2011;8;25;84
02/04/2011;9;40;100
02/04/2011;10;40;99
02/04/2011;11;39;100
02/04/2011;12;34;94
02/04/2011;13;32;90
02/04/2011;14;39;100
02/04/2011;15;36;149
02/04/2011;16;34;124
02/04/2011;17;37;130
02/04/2011;18;42;140
02/04/2011;19;49;124
02/04/2011;20;51;76
02/04/2011;21;46;78
02/04/2011;22;40;80
02/04/2011;23;34;64
02/04/2011;24;25;69
03/04/2011;1;n/d;43
03/04/2011;2;n/d;44
03/04/2011;3;16;38
03/04/2011;4;17;26
03/04/2011;5;12;26
03/04/2011;6;12;48
03/04/2011;7;14;60
03/04/2011;8;11;70
03/04/2011;9;17;70
03/04/2011;10;11;77
03/04/2011;11;14;85
03/04/2011;12;19;97
03/04/2011;13;16;102
03/04/2011;14;17;91
03/04/2011;15;23;92
03/04/2011;16;24;97
03/04/2011;17;33;88
03/04/2011;18;33;93
03/04/2011;19;29;108
03/04/2011;20;35;107
03/04/2011;21;32;90
03/04/2011;22;27;85
03/04/2011;23;22;76
03/04/2011;24;25;59
04/04/2011;1;20;41
04/04/2011;2;15;28
04/04/2011;3;16;32
04/04/2011;4;16;38
04/04/2011;5;12;66
04/04/2011;6;22;95
04/04/2011;7;31;111
04/04/2011;8;32;121
04/04/2011;9;32;113
04/04/2011;10;34;111
04/04/2011;11;33;106
04/04/2011;12;25;96
04/04/2011;13;15;92
04/04/2011;14;20;92
04/04/2011;15;25;108
04/04/2011;16;29;105
04/04/2011;17;21;104
04/04/2011;18;20;124
04/04/2011;19;20;116
04/04/2011;20;27;111
04/04/2011;21;24;108
04/04/2011;22;20;123
04/04/2011;23;23;123
04/04/2011;24;20;87
05/04/2011;1;18;68
05/04/2011;2;16;60
05/04/2011;3;17;78
05/04/2011;4;20;83
05/04/2011;5;21;108
05/04/2011;6;26;139
05/04/2011;7;38;146
05/04/2011;8;41;154
05/04/2011;9;50;152
05/04/2011;10;n/d;n/d
05/04/2011;11;n/d;114
05/04/2011;12;37;104
05/04/2011;13;36;104
05/04/2011;14;28;104
05/04/2011;15;30;114
05/04/2011;16;29;117
05/04/2011;17;28;132
05/04/2011;18;40;146
05/04/2011;19;33;142
05/04/2011;20;28;127
05/04/2011;21;34;123
05/04/2011;22;37;130
05/04/2011;23;38;123
05/04/2011;24;29;109
06/04/2011;1;26;88
06/04/2011;2;21;93
06/04/2011;3;25;92
06/04/2011;4;28;91
06/04/2011;5;30;108
06/04/2011;6;52;141
06/04/2011;7;73;158
06/04/2011;8;73;168
06/04/2011;9;78;180
06/04/2011;10;61;140
06/04/2011;11;49;141
06/04/2011;12;44;118
06/04/2011;13;35;101
06/04/2011;14;31;116
06/04/2011;15;35;120
06/04/2011;16;34;140
06/04/2011;17;40;156
06/04/2011;18;39;166
06/04/2011;19;47;173
06/04/2011;20;52;143
06/04/2011;21;50;119
06/04/2011;22;46;124
06/04/2011;23;54;103
06/04/2011;24;56;95
07/04/2011;1;54;83
07/04/2011;2;51;76
07/04/2011;3;53;79
07/04/2011;4;52;82
07/04/2011;5;43;91
07/04/2011;6;47;110
07/04/2011;7;55;120
07/04/2011;8;61;112
07/04/2011;9;n/d;137
07/04/2011;10;54;125
07/04/2011;11;52;126
07/04/2011;12;36;116
07/04/2011;13;37;123
07/04/2011;14;38;120
07/04/2011;15;39;108
07/04/2011;16;37;131
07/04/2011;17;33;150
07/04/2011;18;35;175
07/04/2011;19;24;174
07/04/2011;20;30;137
07/04/2011;21;37;129
07/04/2011;22;36;119
07/04/2011;23;35;100
07/04/2011;24;32;76
08/04/2011;1;38;60
08/04/2011;2;45;50
08/04/2011;3;48;40
08/04/2011;4;50;52
08/04/2011;5;55;77
08/04/2011;6;65;103
08/04/2011;7;84;108
08/04/2011;8;93;115
08/04/2011;9;100;113
08/04/2011;10;81;107
08/04/2011;11;64;109
08/04/2011;12;51;96
08/04/2011;13;51;89
08/04/2011;14;40;94
08/04/2011;15;33;100
08/04/2011;16;40;120
08/04/2011;17;40;135
08/04/2011;18;48;134
08/04/2011;19;41;123
08/04/2011;20;37;119
08/04/2011;21;43;93
08/04/2011;22;43;83
08/04/2011;23;39;90
08/04/2011;24;50;82
09/04/2011;1;48;72
09/04/2011;2;48;64
09/04/2011;3;49;54
09/04/2011;4;53;57
09/04/2011;5;56;71
09/04/2011;6;53;73
09/04/2011;7;57;71
09/04/2011;8;63;82
09/04/2011;9;56;70
09/04/2011;10;56;61
09/04/2011;11;49;57
09/04/2011;12;34;59
09/04/2011;13;29;65
09/04/2011;14;37;64
09/04/2011;15;30;90
09/04/2011;16;30;96
09/04/2011;17;30;100
09/04/2011;18;26;110
09/04/2011;19;32;115
09/04/2011;20;33;106
09/04/2011;21;37;110
09/04/2011;22;39;123
09/04/2011;23;38;108
09/04/2011;24;41;95
10/04/2011;1;31;77
10/04/2011;2;32;82
10/04/2011;3;32;67
10/04/2011;4;32;58
10/04/2011;5;33;56
10/04/2011;6;28;67
10/04/2011;7;34;61
10/04/2011;8;41;61
10/04/2011;9;41;56
10/04/2011;10;39;62
10/04/2011;11;42;68
10/04/2011;12;39;67
10/04/2011;13;36;82
10/04/2011;14;28;72
10/04/2011;15;24;87
10/04/2011;16;36;90
10/04/2011;17;32;101
10/04/2011;18;27;108
10/04/2011;19;25;123
10/04/2011;20;32;151
10/04/2011;21;49;188
10/04/2011;22;62;189
10/04/2011;23;56;170
10/04/2011;24;54;147
11/04/2011;1;52;116
11/04/2011;2;48;91
11/04/2011;3;41;81
11/04/2011;4;40;80
11/04/2011;5;40;90
11/04/2011;6;59;99
11/04/2011;7;79;122
11/04/2011;8;87;118
11/04/2011;9;94;105
11/04/2011;10;92;122
11/04/2011;11;91;117
11/04/2011;12;79;97
11/04/2011;13;67;108
11/04/2011;14;67;118
11/04/2011;15;60;116
11/04/2011;16;67;115
11/04/2011;17;59;101
11/04/2011;18;64;88
11/04/2011;19;56;63
11/04/2011;20;41;55
11/04/2011;21;23;56
11/04/2011;22;23;40
11/04/2011;23;21;34
11/04/2011;24;21;24
12/04/2011;1;n/d;17
12/04/2011;2;20;18
12/04/2011;3;20;17
12/04/2011;4;20;25
12/04/2011;5;21;54
12/04/2011;6;27;83
12/04/2011;7;30;96
12/04/2011;8;46;99
12/04/2011;9;51;93
12/04/2011;10;38;93
12/04/2011;11;32;84
12/04/2011;12;25;77
12/04/2011;13;31;82
12/04/2011;14;37;88
12/04/2011;15;46;88
12/04/2011;16;29;90
12/04/2011;17;28;99
12/04/2011;18;29;98
12/04/2011;19;28;95
12/04/2011;20;26;83
12/04/2011;21;25;81
12/04/2011;22;25;79
12/04/2011;23;24;64
12/04/2011;24;27;50
13/04/2011;1;23;31
13/04/2011;2;23;28
13/04/2011;3;21;29
13/04/2011;4;20;47
13/04/2011;5;29;83
13/04/2011;6;39;114
13/04/2011;7;42;139
13/04/2011;8;74;128
13/04/2011;9;68;120
13/04/2011;10;57;119
13/04/2011;11;n/d;113
13/04/2011;12;n/d;97
13/04/2011;13;n/d;n/d
13/04/2011;14;44;104
13/04/2011;15;33;115
13/04/2011;16;37;111
13/04/2011;17;38;132
13/04/2011;18;39;127
13/04/2011;19;45;117
13/04/2011;20;32;104
13/04/2011;21;28;98
13/04/2011;22;27;98
13/04/2011;23;30;84
13/04/2011;24;33;58
14/04/2011;1;25;48
14/04/2011;2;21;44
14/04/2011;3;21;42
14/04/2011;4;25;47
14/04/2011;5;30;75
14/04/2011;6;45;112
14/04/2011;7;32;122
14/04/2011;8;54;125
14/04/2011;9;57;88
14/04/2011;10;44;96
14/04/2011;11;44;91
14/04/2011;12;44;87
14/04/2011;13;34;90
14/04/2011;14;39;89
14/04/2011;15;41;111
14/04/2011;16;45;121
14/04/2011;17;45;136
14/04/2011;18;46;133
14/04/2011;19;49;121
14/04/2011;20;49;114
14/04/2011;21;51;110
14/04/2011;22;50;110
14/04/2011;23;40;82
14/04/2011;24;37;66
15/04/2011;1;37;69
15/04/2011;2;35;49
15/04/2011;3;33;49
15/04/2011;4;32;55
15/04/2011;5;34;88
15/04/2011;6;54;119
15/04/2011;7;65;130
15/04/2011;8;87;134
15/04/2011;9;87;124
15/04/2011;10;79;119
15/04/2011;11;71;105
15/04/2011;12;65;88
15/04/2011;13;61;92
15/04/2011;14;64;108
15/04/2011;15;47;122
15/04/2011;16;45;106
15/04/2011;17;41;134
15/04/2011;18;45;142
15/04/2011;19;43;129
15/04/2011;20;52;122
15/04/2011;21;52;120
15/04/2011;22;56;134
15/04/2011;23;47;121
15/04/2011;24;48;106
16/04/2011;1;48;99
16/04/2011;2;50;83
16/04/2011;3;51;68
16/04/2011;4;49;69
16/04/2011;5;54;93
16/04/2011;6;58;112
16/04/2011;7;61;119
16/04/2011;8;50;111
16/04/2011;9;43;106
16/04/2011;10;37;77
16/04/2011;11;31;90
16/04/2011;12;31;84
16/04/2011;13;30;78
16/04/2011;14;34;95
16/04/2011;15;30;96
16/04/2011;16;24;103
16/04/2011;17;34;129
16/04/2011;18;32;114
16/04/2011;19;37;105
16/04/2011;20;37;104
16/04/2011;21;38;114
16/04/2011;22;49;109
16/04/2011;23;48;109
16/04/2011;24;41;125
17/04/2011;1;38;104
17/04/2011;2;36;73
17/04/2011;3;34;57
17/04/2011;4;33;55
17/04/2011;5;36;53
17/04/2011;6;40;71
17/04/2011;7;46;72
17/04/2011;8;38;78
17/04/2011;9;39;73
17/04/2011;10;40;69
17/04/2011;11;23;51
17/04/2011;12;35;45
17/04/2011;13;66;52
17/04/2011;14;49;58
17/04/2011;15;42;56
17/04/2011;16;35;78
17/04/2011;17;38;80
17/04/2011;18;27;77
17/04/2011;19;30;83
17/04/2011;20;30;84
17/04/2011;21;26;93
17/04/2011;22;31;82
17/04/2011;23;32;79
17/04/2011;24;32;63
18/04/2011;1;26;42
18/04/2011;2;23;34
18/04/2011;3;24;36
18/04/2011;4;22;52
18/04/2011;5;28;93
18/04/2011;6;45;115
18/04/2011;7;44;121
18/04/2011;8;48;126
18/04/2011;9;58;122
18/04/2011;10;54;117
18/04/2011;11;46;100
18/04/2011;12;49;91
18/04/2011;13;43;112
18/04/2011;14;47;120
18/04/2011;15;36;129
18/04/2011;16;35;123
18/04/2011;17;33;151
18/04/2011;18;38;156
18/04/2011;19;39;179
18/04/2011;20;41;174
18/04/2011;21;51;143
18/04/2011;22;46;137
18/04/2011;23;35;135
18/04/2011;24;36;101
19/04/2011;1;29;68
19/04/2011;2;24;63
19/04/2011;3;26;52
19/04/2011;4;33;56
19/04/2011;5;33;110
19/04/2011;6;44;136
19/04/2011;7;55;146
19/04/2011;8;61;150
19/04/2011;9;69;151
19/04/2011;10;64;149
19/04/2011;11;65;136
19/04/2011;12;n/d;n/d
19/04/2011;13;n/d;119
19/04/2011;14;51;148
19/04/2011;15;43;123
19/04/2011;16;46;122
19/04/2011;17;35;146
19/04/2011;18;46;138
19/04/2011;19;33;151
19/04/2011;20;30;158
19/04/2011;21;39;148
19/04/2011;22;39;160
19/04/2011;23;51;154
19/04/2011;24;50;140
20/04/2011;1;46;127
20/04/2011;2;40;88
20/04/2011;3;30;39
20/04/2011;4;25;69
20/04/2011;5;40;125
20/04/2011;6;58;137
20/04/2011;7;67;158
20/04/2011;8;51;170
20/04/2011;9;66;134
20/04/2011;10;66;126
20/04/2011;11;43;111
20/04/2011;12;32;122
20/04/2011;13;40;139
20/04/2011;14;42;141
20/04/2011;15;42;159
20/04/2011;16;47;138
20/04/2011;17;40;172
20/04/2011;18;39;162
20/04/2011;19;43;148
20/04/2011;20;46;134
20/04/2011;21;45;126
20/04/2011;22;44;138
20/04/2011;23;42;119
20/04/2011;24;37;104
21/04/2011;1;36;64
21/04/2011;2;31;50
21/04/2011;3;27;53
21/04/2011;4;28;50
21/04/2011;5;31;90
21/04/2011;6;39;133
21/04/2011;7;40;159
21/04/2011;8;53;177
21/04/2011;9;39;168
21/04/2011;10;41;160
21/04/2011;11;37;112
21/04/2011;12;41;106
21/04/2011;13;31;136
21/04/2011;14;36;110
21/04/2011;15;33;130
21/04/2011;16;38;142
21/04/2011;17;41;144
21/04/2011;18;43;252
21/04/2011;19;49;195
21/04/2011;20;42;178
21/04/2011;21;47;175
21/04/2011;22;48;168
21/04/2011;23;48;157
21/04/2011;24;45;116
22/04/2011;1;39;102
22/04/2011;2;32;61
22/04/2011;3;28;56
22/04/2011;4;30;65
22/04/2011;5;27;88
22/04/2011;6;37;126
22/04/2011;7;59;133
22/04/2011;8;60;150
22/04/2011;9;62;141
22/04/2011;10;46;131
22/04/2011;11;34;125
22/04/2011;12;n/d;103
22/04/2011;13;n/d;130
22/04/2011;14;44;126
22/04/2011;15;41;124
22/04/2011;16;41;134
22/04/2011;17;54;145
22/04/2011;18;37;135
22/04/2011;19;37;138
22/04/2011;20;37;149
22/04/2011;21;42;153
22/04/2011;22;47;171
22/04/2011;23;47;194
22/04/2011;24;62;171
23/04/2011;1;62;169
23/04/2011;2;58;145
23/04/2011;3;47;131
23/04/2011;4;52;125
23/04/2011;5;51;114
23/04/2011;6;57;112
23/04/2011;7;57;121
23/04/2011;8;54;126
23/04/2011;9;62;124
23/04/2011;10;53;115
23/04/2011;11;38;111
23/04/2011;12;36;118
23/04/2011;13;54;110
23/04/2011;14;48;129
23/04/2011;15;43;138
23/04/2011;16;40;148
23/04/2011;17;n/d;184
23/04/2011;18;n/d;193
23/04/2011;19;n/d;219
23/04/2011;20;n/d;148
23/04/2011;21;n/d;119
23/04/2011;22;n/d;121
23/04/2011;23;n/d;88
23/04/2011;24;n/d;87
24/04/2011;1;n/d;60
24/04/2011;2;27;60
24/04/2011;3;29;52
24/04/2011;4;22;38
24/04/2011;5;22;44
24/04/2011;6;29;64
24/04/2011;7;35;82
24/04/2011;8;46;82
24/04/2011;9;26;74
24/04/2011;10;18;71
24/04/2011;11;18;70
24/04/2011;12;26;55
24/04/2011;13;31;65
24/04/2011;14;18;82
24/04/2011;15;27;82
24/04/2011;16;27;98
24/04/2011;17;29;104
24/04/2011;18;33;105
24/04/2011;19;40;110
24/04/2011;20;40;110
24/04/2011;21;48;130
24/04/2011;22;40;108
24/04/2011;23;40;81
24/04/2011;24;37;64
25/04/2011;1;40;51
25/04/2011;2;49;43
25/04/2011;3;43;30
25/04/2011;4;62;32
25/04/2011;5;68;33
25/04/2011;6;70;44
25/04/2011;7;77;50
25/04/2011;8;75;58
25/04/2011;9;70;60
25/04/2011;10;78;73
25/04/2011;11;66;73
25/04/2011;12;57;69
25/04/2011;13;56;73
25/04/2011;14;56;81
25/04/2011;15;55;85
25/04/2011;16;51;93
25/04/2011;17;66;93
25/04/2011;18;74;96
25/04/2011;19;78;79
25/04/2011;20;66;67
25/04/2011;21;62;60
25/04/2011;22;n/d;55
25/04/2011;23;n/d;53
25/04/2011;24;n/d;34
26/04/2011;1;n/d;29
26/04/2011;2;n/d;24
26/04/2011;3;n/d;21
26/04/2011;4;n/d;31
26/04/2011;5;n/d;74
26/04/2011;6;n/d;105
26/04/2011;7;n/d;97
26/04/2011;8;n/d;107
26/04/2011;9;98;102
26/04/2011;10;94;102
26/04/2011;11;74;103
26/04/2011;12;69;91
26/04/2011;13;67;107
26/04/2011;14;68;107
26/04/2011;15;61;114
26/04/2011;16;50;124
26/04/2011;17;59;140
26/04/2011;18;65;128
26/04/2011;19;74;133
26/04/2011;20;89;89
26/04/2011;21;62;76
26/04/2011;22;56;72
26/04/2011;23;71;55
26/04/2011;24;68;45
27/04/2011;1;56;30
27/04/2011;2;64;22
27/04/2011;3;54;21
27/04/2011;4;49;27
27/04/2011;5;53;55
27/04/2011;6;50;81
27/04/2011;7;48;91
27/04/2011;8;59;85
27/04/2011;9;59;86
27/04/2011;10;59;97
27/04/2011;11;68;86
27/04/2011;12;66;88
27/04/2011;13;52;89
27/04/2011;14;61;104
27/04/2011;15;69;109
27/04/2011;16;73;104
27/04/2011;17;70;113
27/04/2011;18;65;115
27/04/2011;19;65;81
27/04/2011;20;88;62
27/04/2011;21;67;61
27/04/2011;22;42;60
27/04/2011;23;50;56
27/04/2011;24;39;35
28/04/2011;1;31;27
28/04/2011;2;24;16
28/04/2011;3;30;20
28/04/2011;4;30;39
28/04/2011;5;33;63
28/04/2011;6;40;89
28/04/2011;7;51;97
28/04/2011;8;58;99
28/04/2011;9;63;100
28/04/2011;10;57;102
28/04/2011;11;47;95
28/04/2011;12;43;92
28/04/2011;13;41;104
28/04/2011;14;56;111
28/04/2011;15;35;110
28/04/2011;16;26;115
28/04/2011;17;31;110
28/04/2011;18;38;115
28/04/2011;19;45;106
28/04/2011;20;45;81
28/04/2011;21;44;84
28/04/2011;22;49;77
28/04/2011;23;51;65
28/04/2011;24;47;53
29/04/2011;1;49;48
29/04/2011;2;46;35
29/04/2011;3;47;31
29/04/2011;4;44;34
29/04/2011;5;41;70
29/04/2011;6;49;98
29/04/2011;7;58;101
29/04/2011;8;57;109
29/04/2011;9;n/d;n/d
29/04/2011;10;n/d;100
29/04/2011;11;n/d;93
29/04/2011;12;n/d;93
29/04/2011;13;n/d;125
29/04/2011;14;n/d;102
29/04/2011;15;55;101
29/04/2011;16;60;121
29/04/2011;17;68;130
29/04/2011;18;66;138
29/04/2011;19;60;146
29/04/2011;20;72;151
29/04/2011;21;89;136
29/04/2011;22;93;116
29/04/2011;23;70;118
29/04/2011;24;57;117
30/04/2011;1;56;77
30/04/2011;2;42;69
30/04/2011;3;42;71
30/04/2011;4;40;69
30/04/2011;5;41;72
30/04/2011;6;33;78
30/04/2011;7;34;81
30/04/2011;8;37;84
30/04/2011;9;46;77
30/04/2011;10;40;76
30/04/2011;11;38;88
30/04/2011;12;65;79
30/04/2011;13;41;83
30/04/2011;14;36;92
30/04/2011;15;36;123
30/04/2011;16;33;124
30/04/2011;17;34;138
30/04/2011;18;63;121
30/04/2011;19;41;133
30/04/2011;20;52;157
30/04/2011;21;61;157
30/04/2011;22;64;134
30/04/2011;23;48;115
30/04/2011;24;37;93
01/05/2011;1;38;84
01/05/2011;2;33;73
01/05/2011;3;30;60
01/05/2011;4;25;51
01/05/2011;5;24;49
01/05/2011;6;22;51
01/05/2011;7;19;48
01/05/2011;8;23;37
01/05/2011;9;28;20
01/05/2011;10;28;38
01/05/2011;11;28;48
01/05/2011;12;25;52
01/05/2011;13;24;60
01/05/2011;14;25;71
01/05/2011;15;37;68
01/05/2011;16;33;76
01/05/2011;17;27;90
01/05/2011;18;28;96
01/05/2011;19;33;89
01/05/2011;20;25;89
01/05/2011;21;33;88
01/05/2011;22;30;91
01/05/2011;23;27;48
01/05/2011;24;16;33
02/05/2011;1;16;30
02/05/2011;2;16;39
02/05/2011;3;18;31
02/05/2011;4;27;39
02/05/2011;5;39;84
02/05/2011;6;43;118
02/05/2011;7;44;133
02/05/2011;8;52;125
02/05/2011;9;64;119
02/05/2011;10;54;120
02/05/2011;11;53;109
02/05/2011;12;51;118
02/05/2011;13;65;136
02/05/2011;14;49;162
02/05/2011;15;47;144
02/05/2011;16;44;150
02/05/2011;17;43;159
02/05/2011;18;49;161
02/05/2011;19;56;114
02/05/2011;20;43;83
02/05/2011;21;52;80
02/05/2011;22;37;67
02/05/2011;23;34;58
02/05/2011;24;39;58
03/05/2011;1;38;43
03/05/2011;2;38;40
03/05/2011;3;33;30
03/05/2011;4;24;42
03/05/2011;5;26;80
03/05/2011;6;41;100
03/05/2011;7;34;101
03/05/2011;8;56;93
03/05/2011;9;51;93
03/05/2011;10;44;88
03/05/2011;11;56;83
03/05/2011;12;50;91
03/05/2011;13;47;87
03/05/2011;14;45;106
03/05/2011;15;42;112
03/05/2011;16;40;123
03/05/2011;17;35;129
03/05/2011;18;30;142
03/05/2011;19;27;114
03/05/2011;20;32;99
03/05/2011;21;34;113
03/05/2011;22;33;120
03/05/2011;23;42;89
03/05/2011;24;34;80
04/05/2011;1;28;63
04/05/2011;2;26;58
04/05/2011;3;27;46
04/05/2011;4;25;55
04/05/2011;5;34;90
04/05/2011;6;46;118
04/05/2011;7;60;115
04/05/2011;8;76;137
04/05/2011;9;n/d;n/d
04/05/2011;10;63;140
04/05/2011;11;57;130
04/05/2011;12;53;135
04/05/2011;13;46;118
04/05/2011;14;51;121
04/05/2011;15;50;126
04/05/2011;16;46;151
04/05/2011;17;49;159
04/05/2011;18;52;151
04/05/2011;19;47;141
04/05/2011;20;49;120
04/05/2011;21;47;102
04/05/2011;22;43;91
04/05/2011;23;37;94
04/05/2011;24;36;70
05/05/2011;1;31;60
05/05/2011;2;28;43
05/05/2011;3;29;42
05/05/2011;4;29;58
05/05/2011;5;33;102
05/05/2011;6;50;150
05/05/2011;7;65;171
05/05/2011;8;71;178
05/05/2011;9;67;164
05/05/2011;10;70;131
05/05/2011;11;49;123
05/05/2011;12;44;104
05/05/2011;13;44;136
05/05/2011;14;45;127
05/05/2011;15;45;134
05/05/2011;16;46;128
05/05/2011;17;40;138
05/05/2011;18;36;179
05/05/2011;19;38;155
05/05/2011;20;33;130
05/05/2011;21;41;132
05/05/2011;22;34;126
05/05/2011;23;32;112
05/05/2011;24;29;99
06/05/2011;1;24;66
06/05/2011;2;24;62
06/05/2011;3;22;40
06/05/2011;4;24;64
06/05/2011;5;27;95
06/05/2011;6;38;132
06/05/2011;7;53;135
06/05/2011;8;54;143
06/05/2011;9;65;153
06/05/2011;10;71;167
06/05/2011;11;63;141
06/05/2011;12;50;146
06/05/2011;13;44;144
06/05/2011;14;42;138
06/05/2011;15;55;145
06/05/2011;16;24;152
06/05/2011;17;30;158
06/05/2011;18;33;169
06/05/2011;19;39;142
06/05/2011;20;40;142
06/05/2011;21;41;112
06/05/2011;22;32;111
06/05/2011;23;34;103
06/05/2011;24;34;101
07/05/2011;1;35;83
07/05/2011;2;28;61
07/05/2011;3;28;44
07/05/2011;4;23;39
07/05/2011;5;21;58
07/05/2011;6;24;93
07/05/2011;7;24;81
07/05/2011;8;28;104
07/05/2011;9;32;96
07/05/2011;10;36;105
07/05/2011;11;41;100
07/05/2011;12;47;92
07/05/2011;13;34;95
07/05/2011;14;37;99
07/05/2011;15;40;105
07/05/2011;16;35;116
07/05/2011;17;38;117
07/05/2011;18;33;131
07/05/2011;19;44;138
07/05/2011;20;42;122
07/05/2011;21;45;110
07/05/2011;22;38;93
07/05/2011;23;n/d;90
07/05/2011;24;n/d;92
08/05/2011;1;28;57
08/05/2011;2;30;46
08/05/2011;3;34;37
08/05/2011;4;25;29
08/05/2011;5;22;26
08/05/2011;6;18;38
08/05/2011;7;18;59
08/05/2011;8;18;53
08/05/2011;9;25;54
08/05/2011;10;31;64
08/05/2011;11;32;84
08/05/2011;12;33;71
08/05/2011;13;36;54
08/05/2011;14;24;77
08/05/2011;15;26;103
08/05/2011;16;26;90
08/05/2011;17;29;85
08/05/2011;18;37;99
08/05/2011;19;31;92
08/05/2011;20;33;101
08/05/2011;21;30;82
08/05/2011;22;43;77
08/05/2011;23;35;55
08/05/2011;24;28;33
09/05/2011;1;17;21
09/05/2011;2;13;18
09/05/2011;3;11;24
09/05/2011;4;8;36
09/05/2011;5;15;65
09/05/2011;6;28;108
09/05/2011;7;42;116
09/05/2011;8;61;100
09/05/2011;9;42;99
09/05/2011;10;40;103
09/05/2011;11;35;102
09/05/2011;12;36;99
09/05/2011;13;36;103
09/05/2011;14;37;105
09/05/2011;15;35;122
09/05/2011;16;33;124
09/05/2011;17;45;132
09/05/2011;18;50;143
09/05/2011;19;40;122
09/05/2011;20;36;99
09/05/2011;21;24;83
09/05/2011;22;25;80
09/05/2011;23;23;68
09/05/2011;24;24;51
10/05/2011;1;18;39
10/05/2011;2;19;38
10/05/2011;3;16;31
10/05/2011;4;13;32
10/05/2011;5;25;65
10/05/2011;6;42;97
10/05/2011;7;54;102
10/05/2011;8;76;104
10/05/2011;9;72;102
10/05/2011;10;63;100
10/05/2011;11;57;104
10/05/2011;12;50;84
10/05/2011;13;47;95
10/05/2011;14;49;116
10/05/2011;15;45;112
10/05/2011;16;40;127
10/05/2011;17;38;140
10/05/2011;18;38;129
10/05/2011;19;37;122
10/05/2011;20;38;91
10/05/2011;21;36;65
10/05/2011;22;32;68
10/05/2011;23;28;53
10/05/2011;24;23;43
11/05/2011;1;16;34
11/05/2011;2;12;31
11/05/2011;3;12;23
11/05/2011;4;12;32
11/05/2011;5;21;64
11/05/2011;6;19;98
11/05/2011;7;27;97
11/05/2011;8;40;98
11/05/2011;9;42;91
11/05/2011;10;33;88
11/05/2011;11;35;90
11/05/2011;12;33;89
11/05/2011;13;35;90
11/05/2011;14;36;94
11/05/2011;15;36;103
11/05/2011;16;43;116
11/05/2011;17;38;131
11/05/2011;18;30;129
11/05/2011;19;34;102
11/05/2011;20;32;83
11/05/2011;21;19;67
11/05/2011;22;24;54
11/05/2011;23;20;52
11/05/2011;24;21;36
12/05/2011;1;17;45
12/05/2011;2;13;33
12/05/2011;3;10;23
12/05/2011;4;12;30
12/05/2011;5;13;60
12/05/2011;6;22;83
12/05/2011;7;37;91
12/05/2011;8;46;90
12/05/2011;9;n/d;n/d
12/05/2011;10;n/d;94
12/05/2011;11;n/d;85
12/05/2011;12;n/d;93
12/05/2011;13;n/d;88
12/05/2011;14;n/d;97
12/05/2011;15;n/d;116
12/05/2011;16;n/d;109
12/05/2011;17;n/d;126
